league,season,game,date,home_team,away_team,B365H,B365D,B365A
ENG-Premier League,1819,2019-01-29 Man United-Burnley,2019-01-29,Man United,Burnley,1.28,6.0,12.0
ENG-Premier League,1819,2019-01-29 Newcastle-Man City,2019-01-29,Newcastle,Man City,19.0,8.0,1.18
ENG-Premier League,1819,2019-01-29 Wolves-West Ham,2019-01-29,Wolves,West Ham,2.1,3.5,3.75
ENG-Premier League,1819,2019-01-30 Bournemouth-Chelsea,2019-01-30,Bournemouth,Chelsea,5.25,4.2,1.66
ENG-Premier League,1819,2019-01-30 Liverpool-Leicester,2019-01-30,Liverpool,Leicester,1.22,7.0,15.0
ENG-Premier League,1819,2019-01-30 Southampton-Crystal Palace,2019-01-30,Southampton,Crystal Palace,2.4,3.4,3.2
ENG-Premier League,1819,2019-01-30 Tottenham-Watford,2019-01-30,Tottenham,Watford,1.66,4.0,5.75
ENG-Premier League,1819,2019-02-02 Brighton-Watford,2019-02-02,Brighton,Watford,2.55,3.3,3.0
ENG-Premier League,1819,2019-02-02 Burnley-Southampton,2019-02-02,Burnley,Southampton,2.55,3.5,2.87
ENG-Premier League,1819,2019-02-02 Cardiff-Bournemouth,2019-02-02,Cardiff,Bournemouth,3.25,3.5,2.3
ENG-Premier League,1819,2019-02-02 Chelsea-Huddersfield,2019-02-02,Chelsea,Huddersfield,1.2,7.5,19.0
ENG-Premier League,1819,2019-02-02 Crystal Palace-Fulham,2019-02-02,Crystal Palace,Fulham,2.05,3.5,4.0
ENG-Premier League,1819,2019-02-02 Everton-Wolves,2019-02-02,Everton,Wolves,2.37,3.4,3.25
ENG-Premier League,1819,2019-02-02 Tottenham-Newcastle,2019-02-02,Tottenham,Newcastle,1.44,4.5,9.0
ENG-Premier League,1819,2019-02-03 Leicester-Man United,2019-02-03,Leicester,Man United,3.6,3.5,2.15
ENG-Premier League,1819,2019-02-03 Man City-Arsenal,2019-02-03,Man City,Arsenal,1.33,6.0,9.0
ENG-Premier League,1819,2019-02-04 West Ham-Liverpool,2019-02-04,West Ham,Liverpool,8.0,5.25,1.4
ENG-Premier League,1819,2019-02-06 Everton-Man City,2019-02-06,Everton,Man City,10.0,6.25,1.3
ENG-Premier League,1819,2019-02-09 Brighton-Burnley,2019-02-09,Brighton,Burnley,2.05,3.3,4.2
ENG-Premier League,1819,2019-02-09 Crystal Palace-West Ham,2019-02-09,Crystal Palace,West Ham,2.1,3.5,3.75
ENG-Premier League,1819,2019-02-09 Fulham-Man United,2019-02-09,Fulham,Man United,5.5,4.4,1.61
ENG-Premier League,1819,2019-02-09 Huddersfield-Arsenal,2019-02-09,Huddersfield,Arsenal,5.75,4.4,1.6
ENG-Premier League,1819,2019-02-09 Liverpool-Bournemouth,2019-02-09,Liverpool,Bournemouth,1.22,7.5,14.0
ENG-Premier League,1819,2019-02-09 Southampton-Cardiff,2019-02-09,Southampton,Cardiff,1.75,3.9,5.0
ENG-Premier League,1819,2019-02-09 Watford-Everton,2019-02-09,Watford,Everton,2.35,3.5,3.2
ENG-Premier League,1819,2019-02-10 Man City-Chelsea,2019-02-10,Man City,Chelsea,1.5,4.75,7.0
ENG-Premier League,1819,2019-02-10 Tottenham-Leicester,2019-02-10,Tottenham,Leicester,1.7,3.9,5.5
ENG-Premier League,1819,2019-02-11 Wolves-Newcastle,2019-02-11,Wolves,Newcastle,1.7,3.75,5.75
ENG-Premier League,1819,2019-02-22 Cardiff-Watford,2019-02-22,Cardiff,Watford,3.1,3.4,2.45
ENG-Premier League,1819,2019-02-22 West Ham-Fulham,2019-02-22,West Ham,Fulham,1.95,3.8,4.0
ENG-Premier League,1819,2019-02-23 Bournemouth-Wolves,2019-02-23,Bournemouth,Wolves,2.87,3.4,2.62
ENG-Premier League,1819,2019-02-23 Burnley-Tottenham,2019-02-23,Burnley,Tottenham,5.75,3.8,1.7
ENG-Premier League,1819,2019-02-23 Leicester-Crystal Palace,2019-02-23,Leicester,Crystal Palace,2.25,3.4,3.5
ENG-Premier League,1819,2019-02-23 Newcastle-Huddersfield,2019-02-23,Newcastle,Huddersfield,1.83,3.5,5.25
ENG-Premier League,1819,2019-02-24 Arsenal-Southampton,2019-02-24,Arsenal,Southampton,1.5,4.75,7.0
ENG-Premier League,1819,2019-02-24 Man United-Liverpool,2019-02-24,Man United,Liverpool,3.1,3.5,2.37
ENG-Premier League,1819,2019-02-26 Cardiff-Everton,2019-02-26,Cardiff,Everton,3.75,3.4,2.15
ENG-Premier League,1819,2019-02-26 Huddersfield-Wolves,2019-02-26,Huddersfield,Wolves,5.0,3.5,1.85
ENG-Premier League,1819,2019-02-26 Leicester-Brighton,2019-02-26,Leicester,Brighton,1.9,3.5,4.6
ENG-Premier League,1819,2019-02-26 Newcastle-Burnley,2019-02-26,Newcastle,Burnley,2.15,3.3,3.9
ENG-Premier League,1819,2019-02-27 Arsenal-Bournemouth,2019-02-27,Arsenal,Bournemouth,1.44,5.0,7.5
ENG-Premier League,1819,2019-02-27 Chelsea-Tottenham,2019-02-27,Chelsea,Tottenham,2.3,3.5,3.25
ENG-Premier League,1819,2019-02-27 Crystal Palace-Man United,2019-02-27,Crystal Palace,Man United,3.25,3.5,2.3
ENG-Premier League,1819,2019-02-27 Liverpool-Watford,2019-02-27,Liverpool,Watford,1.28,6.0,12.0
ENG-Premier League,1819,2019-02-27 Man City-West Ham,2019-02-27,Man City,West Ham,1.16,9.0,19.0
ENG-Premier League,1819,2019-02-27 Southampton-Fulham,2019-02-27,Southampton,Fulham,1.9,3.7,4.33
ENG-Premier League,1819,2019-03-02 Bournemouth-Man City,2019-03-02,Bournemouth,Man City,13.0,7.5,1.22
ENG-Premier League,1819,2019-03-02 Brighton-Huddersfield,2019-03-02,Brighton,Huddersfield,1.85,3.4,5.25
ENG-Premier League,1819,2019-03-02 Burnley-Crystal Palace,2019-03-02,Burnley,Crystal Palace,2.8,3.3,2.75
ENG-Premier League,1819,2019-03-02 Man United-Southampton,2019-03-02,Man United,Southampton,1.45,4.5,8.5
ENG-Premier League,1819,2019-03-02 Tottenham-Arsenal,2019-03-02,Tottenham,Arsenal,2.05,3.7,3.75
ENG-Premier League,1819,2019-03-02 West Ham-Newcastle,2019-03-02,West Ham,Newcastle,2.15,3.5,3.6
ENG-Premier League,1819,2019-03-02 Wolves-Cardiff,2019-03-02,Wolves,Cardiff,1.5,4.33,8.0
ENG-Premier League,1819,2019-03-03 Everton-Liverpool,2019-03-03,Everton,Liverpool,6.0,4.2,1.61
ENG-Premier League,1819,2019-03-03 Fulham-Chelsea,2019-03-03,Fulham,Chelsea,6.5,4.5,1.53
ENG-Premier League,1819,2019-03-03 Watford-Leicester,2019-03-03,Watford,Leicester,2.55,3.3,3.0
ENG-Premier League,1819,2019-03-09 Cardiff-West Ham,2019-03-09,Cardiff,West Ham,3.6,3.5,2.15
ENG-Premier League,1819,2019-03-09 Crystal Palace-Brighton,2019-03-09,Crystal Palace,Brighton,1.83,3.6,5.0
ENG-Premier League,1819,2019-03-09 Huddersfield-Bournemouth,2019-03-09,Huddersfield,Bournemouth,3.4,3.3,2.35
ENG-Premier League,1819,2019-03-09 Leicester-Fulham,2019-03-09,Leicester,Fulham,1.57,4.5,6.0
ENG-Premier League,1819,2019-03-09 Man City-Watford,2019-03-09,Man City,Watford,1.16,9.0,19.0
ENG-Premier League,1819,2019-03-09 Newcastle-Everton,2019-03-09,Newcastle,Everton,2.8,3.25,2.8
ENG-Premier League,1819,2019-03-09 Southampton-Tottenham,2019-03-09,Southampton,Tottenham,4.5,3.8,1.85
ENG-Premier League,1819,2019-03-10 Arsenal-Man United,2019-03-10,Arsenal,Man United,2.4,3.6,3.0
ENG-Premier League,1819,2019-03-10 Chelsea-Wolves,2019-03-10,Chelsea,Wolves,1.55,4.2,7.0
ENG-Premier League,1819,2019-03-10 Liverpool-Burnley,2019-03-10,Liverpool,Burnley,1.16,8.5,21.0
ENG-Premier League,1819,2019-03-16 Bournemouth-Newcastle,2019-03-16,Bournemouth,Newcastle,2.05,3.6,3.8
ENG-Premier League,1819,2019-03-16 Burnley-Leicester,2019-03-16,Burnley,Leicester,3.1,3.4,2.45
ENG-Premier League,1819,2019-03-16 West Ham-Huddersfield,2019-03-16,West Ham,Huddersfield,1.55,4.2,7.0
ENG-Premier League,1819,2019-03-17 Everton-Chelsea,2019-03-17,Everton,Chelsea,4.0,3.8,1.95
ENG-Premier League,1819,2019-03-17 Fulham-Liverpool,2019-03-17,Fulham,Liverpool,12.0,7.0,1.25
ENG-Premier League,1819,2019-03-30 Brighton-Southampton,2019-03-30,Brighton,Southampton,2.55,3.2,3.1
ENG-Premier League,1819,2019-03-30 Burnley-Wolves,2019-03-30,Burnley,Wolves,3.2,3.25,2.45
ENG-Premier League,1819,2019-03-30 Crystal Palace-Huddersfield,2019-03-30,Crystal Palace,Huddersfield,1.45,4.4,9.0
ENG-Premier League,1819,2019-03-30 Fulham-Man City,2019-03-30,Fulham,Man City,21.0,11.0,1.12
ENG-Premier League,1819,2019-03-30 Leicester-Bournemouth,2019-03-30,Leicester,Bournemouth,1.85,3.8,4.5
ENG-Premier League,1819,2019-03-30 Man United-Watford,2019-03-30,Man United,Watford,1.44,4.75,8.0
ENG-Premier League,1819,2019-03-30 West Ham-Everton,2019-03-30,West Ham,Everton,2.55,3.5,2.9
ENG-Premier League,1819,2019-03-31 Cardiff-Chelsea,2019-03-31,Cardiff,Chelsea,9.0,4.5,1.44
ENG-Premier League,1819,2019-03-31 Liverpool-Tottenham,2019-03-31,Liverpool,Tottenham,1.61,4.2,6.0
ENG-Premier League,1819,2019-04-01 Arsenal-Newcastle,2019-04-01,Arsenal,Newcastle,1.36,5.25,9.5
ENG-Premier League,1819,2019-04-02 Watford-Fulham,2019-04-02,Watford,Fulham,1.72,4.0,5.0
ENG-Premier League,1819,2019-04-02 Wolves-Man United,2019-04-02,Wolves,Man United,4.0,3.6,2.0
ENG-Premier League,1819,2019-04-03 Chelsea-Brighton,2019-04-03,Chelsea,Brighton,1.25,6.5,15.0
ENG-Premier League,1819,2019-04-03 Man City-Cardiff,2019-04-03,Man City,Cardiff,1.06,17.0,34.0
ENG-Premier League,1819,2019-04-03 Tottenham-Crystal Palace,2019-04-03,Tottenham,Crystal Palace,1.45,5.0,7.5
ENG-Premier League,1819,2019-04-05 Southampton-Liverpool,2019-04-05,Southampton,Liverpool,9.0,5.0,1.4
ENG-Premier League,1819,2019-04-06 Bournemouth-Burnley,2019-04-06,Bournemouth,Burnley,2.1,3.6,3.75
ENG-Premier League,1819,2019-04-06 Huddersfield-Leicester,2019-04-06,Huddersfield,Leicester,5.0,4.0,1.72
ENG-Premier League,1819,2019-04-06 Newcastle-Crystal Palace,2019-04-06,Newcastle,Crystal Palace,2.6,3.25,3.0
ENG-Premier League,1819,2019-04-07 Everton-Arsenal,2019-04-07,Everton,Arsenal,3.0,3.75,2.35
ENG-Premier League,1819,2019-04-08 Chelsea-West Ham,2019-04-08,Chelsea,West Ham,1.33,5.75,9.5
ENG-Premier League,1819,2019-04-12 Leicester-Newcastle,2019-04-12,Leicester,Newcastle,1.66,4.0,5.75
ENG-Premier League,1819,2019-04-13 Brighton-Bournemouth,2019-04-13,Brighton,Bournemouth,2.3,3.4,3.4
ENG-Premier League,1819,2019-04-13 Burnley-Cardiff,2019-04-13,Burnley,Cardiff,1.9,3.6,4.5
ENG-Premier League,1819,2019-04-13 Fulham-Everton,2019-04-13,Fulham,Everton,5.0,4.0,1.75
ENG-Premier League,1819,2019-04-13 Man United-West Ham,2019-04-13,Man United,West Ham,1.4,5.25,8.5
ENG-Premier League,1819,2019-04-13 Southampton-Wolves,2019-04-13,Southampton,Wolves,2.6,3.25,3.0
ENG-Premier League,1819,2019-04-13 Tottenham-Huddersfield,2019-04-13,Tottenham,Huddersfield,1.22,7.0,15.0
ENG-Premier League,1819,2019-04-14 Crystal Palace-Man City,2019-04-14,Crystal Palace,Man City,11.0,6.0,1.3
ENG-Premier League,1819,2019-04-14 Liverpool-Chelsea,2019-04-14,Liverpool,Chelsea,1.66,4.2,5.25
ENG-Premier League,1819,2019-04-15 Watford-Arsenal,2019-04-15,Watford,Arsenal,3.2,3.75,2.25
ENG-Premier League,1819,2019-04-16 Brighton-Cardiff,2019-04-16,Brighton,Cardiff,2.0,3.3,4.5
ENG-Premier League,1819,2019-04-20 Bournemouth-Fulham,2019-04-20,Bournemouth,Fulham,1.65,4.4,5.25
ENG-Premier League,1819,2019-04-20 Huddersfield-Watford,2019-04-20,Huddersfield,Watford,4.4,3.9,1.85
ENG-Premier League,1819,2019-04-20 Man City-Tottenham,2019-04-20,Man City,Tottenham,1.3,6.0,11.0
ENG-Premier League,1819,2019-04-20 Newcastle-Southampton,2019-04-20,Newcastle,Southampton,2.55,3.2,3.1
ENG-Premier League,1819,2019-04-20 West Ham-Leicester,2019-04-20,West Ham,Leicester,3.3,3.5,2.3
ENG-Premier League,1819,2019-04-20 Wolves-Brighton,2019-04-20,Wolves,Brighton,1.75,3.5,6.0
ENG-Premier League,1819,2019-04-21 Arsenal-Crystal Palace,2019-04-21,Arsenal,Crystal Palace,1.53,4.6,6.5
ENG-Premier League,1819,2019-04-21 Cardiff-Liverpool,2019-04-21,Cardiff,Liverpool,17.0,7.5,1.2
ENG-Premier League,1819,2019-04-21 Everton-Man United,2019-04-21,Everton,Man United,3.25,3.5,2.3
ENG-Premier League,1819,2019-04-22 Chelsea-Burnley,2019-04-22,Chelsea,Burnley,1.25,6.25,15.0
ENG-Premier League,1819,2019-04-23 Tottenham-Brighton,2019-04-23,Tottenham,Brighton,1.28,6.0,13.0
ENG-Premier League,1819,2019-04-23 Watford-Southampton,2019-04-23,Watford,Southampton,2.25,3.5,3.4
ENG-Premier League,1819,2019-04-24 Man United-Man City,2019-04-24,Man United,Man City,7.5,5.0,1.44
ENG-Premier League,1819,2019-04-24 Wolves-Arsenal,2019-04-24,Wolves,Arsenal,2.9,3.5,2.55
ENG-Premier League,1819,2019-04-26 Liverpool-Huddersfield,2019-04-26,Liverpool,Huddersfield,1.07,15.0,41.0
ENG-Premier League,1819,2019-04-27 Brighton-Newcastle,2019-04-27,Brighton,Newcastle,2.3,3.2,3.6
ENG-Premier League,1819,2019-04-27 Crystal Palace-Everton,2019-04-27,Crystal Palace,Everton,2.62,3.5,2.8
ENG-Premier League,1819,2019-04-27 Fulham-Cardiff,2019-04-27,Fulham,Cardiff,2.4,3.6,3.0
ENG-Premier League,1819,2019-04-27 Southampton-Bournemouth,2019-04-27,Southampton,Bournemouth,1.9,3.9,4.1
ENG-Premier League,1819,2019-04-27 Tottenham-West Ham,2019-04-27,Tottenham,West Ham,1.4,5.5,7.5
ENG-Premier League,1819,2019-04-27 Watford-Wolves,2019-04-27,Watford,Wolves,2.62,3.3,2.9
ENG-Premier League,1819,2019-04-28 Burnley-Man City,2019-04-28,Burnley,Man City,23.0,9.0,1.14
ENG-Premier League,1819,2019-04-28 Leicester-Arsenal,2019-04-28,Leicester,Arsenal,2.75,3.6,2.6
ENG-Premier League,1819,2019-04-28 Man United-Chelsea,2019-04-28,Man United,Chelsea,2.7,3.5,2.7
ENG-Premier League,1819,2019-05-03 Everton-Burnley,2019-05-03,Everton,Burnley,1.66,4.0,5.75
ENG-Premier League,1819,2019-05-04 Bournemouth-Tottenham,2019-05-04,Bournemouth,Tottenham,4.0,4.0,1.9
ENG-Premier League,1819,2019-05-04 Cardiff-Crystal Palace,2019-05-04,Cardiff,Crystal Palace,2.6,3.75,2.7
ENG-Premier League,1819,2019-05-04 Newcastle-Liverpool,2019-05-04,Newcastle,Liverpool,9.5,5.25,1.36
ENG-Premier League,1819,2019-05-04 West Ham-Southampton,2019-05-04,West Ham,Southampton,2.3,3.75,3.1
ENG-Premier League,1819,2019-05-04 Wolves-Fulham,2019-05-04,Wolves,Fulham,1.53,4.2,7.5
ENG-Premier League,1819,2019-05-05 Arsenal-Brighton,2019-05-05,Arsenal,Brighton,1.4,5.0,9.0
ENG-Premier League,1819,2019-05-05 Chelsea-Watford,2019-05-05,Chelsea,Watford,1.4,5.25,8.0
ENG-Premier League,1819,2019-05-05 Huddersfield-Man United,2019-05-05,Huddersfield,Man United,11.0,6.0,1.3
ENG-Premier League,1819,2019-05-06 Man City-Leicester,2019-05-06,Man City,Leicester,1.12,8.5,17.0
ENG-Premier League,1819,2019-05-12 Brighton-Man City,2019-05-12,Brighton,Man City,19.0,8.5,1.16
ENG-Premier League,1819,2019-05-12 Burnley-Arsenal,2019-05-12,Burnley,Arsenal,3.25,3.8,2.2
ENG-Premier League,1819,2019-05-12 Crystal Palace-Bournemouth,2019-05-12,Crystal Palace,Bournemouth,1.9,4.2,3.8
ENG-Premier League,1819,2019-05-12 Fulham-Newcastle,2019-05-12,Fulham,Newcastle,2.5,3.6,2.9
ENG-Premier League,1819,2019-05-12 Leicester-Chelsea,2019-05-12,Leicester,Chelsea,2.4,3.75,2.9
ENG-Premier League,1819,2019-05-12 Liverpool-Wolves,2019-05-12,Liverpool,Wolves,1.3,6.0,11.0
ENG-Premier League,1819,2019-05-12 Man United-Cardiff,2019-05-12,Man United,Cardiff,1.28,6.5,11.0
ENG-Premier League,1819,2019-05-12 Southampton-Huddersfield,2019-05-12,Southampton,Huddersfield,1.44,4.75,8.5
ENG-Premier League,1819,2019-05-12 Tottenham-Everton,2019-05-12,Tottenham,Everton,2.2,3.5,3.5
ENG-Premier League,1819,2019-05-12 Watford-West Ham,2019-05-12,Watford,West Ham,2.25,3.75,3.2
ENG-Premier League,1920,2019-08-09 Liverpool-Norwich,2019-08-09,Liverpool,Norwich,1.14,10.0,19.0
ENG-Premier League,1920,2019-08-10 Bournemouth-Sheffield United,2019-08-10,Bournemouth,Sheffield United,1.95,3.6,3.6
ENG-Premier League,1920,2019-08-10 Burnley-Southampton,2019-08-10,Burnley,Southampton,2.62,3.2,2.75
ENG-Premier League,1920,2019-08-10 Crystal Palace-Everton,2019-08-10,Crystal Palace,Everton,3.0,3.25,2.37
ENG-Premier League,1920,2019-08-10 Tottenham-Aston Villa,2019-08-10,Tottenham,Aston Villa,1.3,5.25,10.0
ENG-Premier League,1920,2019-08-10 Watford-Brighton,2019-08-10,Watford,Brighton,1.9,3.4,4.0
ENG-Premier League,1920,2019-08-10 West Ham-Man City,2019-08-10,West Ham,Man City,12.0,6.5,1.22
ENG-Premier League,1920,2019-08-11 Leicester-Wolves,2019-08-11,Leicester,Wolves,2.2,3.2,3.4
ENG-Premier League,1920,2019-08-11 Man United-Chelsea,2019-08-11,Man United,Chelsea,2.1,3.3,3.5
ENG-Premier League,1920,2019-08-11 Newcastle-Arsenal,2019-08-11,Newcastle,Arsenal,4.5,3.75,1.72
ENG-Premier League,1920,2019-08-17 Arsenal-Burnley,2019-08-17,Arsenal,Burnley,1.3,5.5,10.0
ENG-Premier League,1920,2019-08-17 Aston Villa-Bournemouth,2019-08-17,Aston Villa,Bournemouth,2.3,3.4,3.1
ENG-Premier League,1920,2019-08-17 Brighton-West Ham,2019-08-17,Brighton,West Ham,2.55,3.25,2.87
ENG-Premier League,1920,2019-08-17 Everton-Watford,2019-08-17,Everton,Watford,1.72,3.8,4.75
ENG-Premier League,1920,2019-08-17 Man City-Tottenham,2019-08-17,Man City,Tottenham,1.36,5.25,8.0
ENG-Premier League,1920,2019-08-17 Norwich-Newcastle,2019-08-17,Norwich,Newcastle,2.25,3.3,3.3
ENG-Premier League,1920,2019-08-17 Southampton-Liverpool,2019-08-17,Southampton,Liverpool,6.5,4.75,1.44
ENG-Premier League,1920,2019-08-18 Chelsea-Leicester,2019-08-18,Chelsea,Leicester,1.7,3.75,5.0
ENG-Premier League,1920,2019-08-18 Sheffield United-Crystal Palace,2019-08-18,Sheffield United,Crystal Palace,2.55,3.1,2.9
ENG-Premier League,1920,2019-08-19 Wolves-Man United,2019-08-19,Wolves,Man United,3.3,3.3,2.25
ENG-Premier League,1920,2019-08-23 Aston Villa-Everton,2019-08-23,Aston Villa,Everton,3.25,3.5,2.15
ENG-Premier League,1920,2019-08-24 Brighton-Southampton,2019-08-24,Brighton,Southampton,2.4,3.3,3.0
ENG-Premier League,1920,2019-08-24 Liverpool-Arsenal,2019-08-24,Liverpool,Arsenal,1.5,4.6,6.0
ENG-Premier League,1920,2019-08-24 Man United-Crystal Palace,2019-08-24,Man United,Crystal Palace,1.33,5.25,9.0
ENG-Premier League,1920,2019-08-24 Norwich-Chelsea,2019-08-24,Norwich,Chelsea,4.33,3.75,1.8
ENG-Premier League,1920,2019-08-24 Sheffield United-Leicester,2019-08-24,Sheffield United,Leicester,3.3,3.3,2.25
ENG-Premier League,1920,2019-08-24 Watford-West Ham,2019-08-24,Watford,West Ham,2.05,3.5,3.5
ENG-Premier League,1920,2019-08-25 Bournemouth-Man City,2019-08-25,Bournemouth,Man City,15.0,7.5,1.16
ENG-Premier League,1920,2019-08-25 Tottenham-Newcastle,2019-08-25,Tottenham,Newcastle,1.2,6.5,14.0
ENG-Premier League,1920,2019-08-25 Wolves-Burnley,2019-08-25,Wolves,Burnley,1.85,3.4,4.5
ENG-Premier League,1920,2019-08-31 Burnley-Liverpool,2019-08-31,Burnley,Liverpool,9.5,5.5,1.3
ENG-Premier League,1920,2019-08-31 Chelsea-Sheffield United,2019-08-31,Chelsea,Sheffield United,1.36,4.75,9.0
ENG-Premier League,1920,2019-08-31 Crystal Palace-Aston Villa,2019-08-31,Crystal Palace,Aston Villa,2.15,3.3,3.5
ENG-Premier League,1920,2019-08-31 Leicester-Bournemouth,2019-08-31,Leicester,Bournemouth,1.7,4.0,4.75
ENG-Premier League,1920,2019-08-31 Man City-Brighton,2019-08-31,Man City,Brighton,1.08,10.0,26.0
ENG-Premier League,1920,2019-08-31 Newcastle-Watford,2019-08-31,Newcastle,Watford,2.5,3.25,2.87
ENG-Premier League,1920,2019-08-31 Southampton-Man United,2019-08-31,Southampton,Man United,3.8,3.3,2.05
ENG-Premier League,1920,2019-08-31 West Ham-Norwich,2019-08-31,West Ham,Norwich,1.85,3.9,3.9
ENG-Premier League,1920,2019-09-01 Arsenal-Tottenham,2019-09-01,Arsenal,Tottenham,2.37,3.6,2.8
ENG-Premier League,1920,2019-09-01 Everton-Wolves,2019-09-01,Everton,Wolves,2.2,3.25,3.5
ENG-Premier League,1920,2019-09-14 Brighton-Burnley,2019-09-14,Brighton,Burnley,2.15,3.3,3.5
ENG-Premier League,1920,2019-09-14 Liverpool-Newcastle,2019-09-14,Liverpool,Newcastle,1.14,8.5,17.0
ENG-Premier League,1920,2019-09-14 Man United-Leicester,2019-09-14,Man United,Leicester,1.95,3.5,4.0
ENG-Premier League,1920,2019-09-14 Norwich-Man City,2019-09-14,Norwich,Man City,15.0,9.0,1.14
ENG-Premier League,1920,2019-09-14 Sheffield United-Southampton,2019-09-14,Sheffield United,Southampton,2.45,3.2,3.0
ENG-Premier League,1920,2019-09-14 Tottenham-Crystal Palace,2019-09-14,Tottenham,Crystal Palace,1.36,5.25,8.0
ENG-Premier League,1920,2019-09-14 Wolves-Chelsea,2019-09-14,Wolves,Chelsea,2.9,3.3,2.5
ENG-Premier League,1920,2019-09-15 Bournemouth-Everton,2019-09-15,Bournemouth,Everton,2.9,3.5,2.4
ENG-Premier League,1920,2019-09-15 Watford-Arsenal,2019-09-15,Watford,Arsenal,3.6,3.6,2.0
ENG-Premier League,1920,2019-09-16 Aston Villa-West Ham,2019-09-16,Aston Villa,West Ham,2.62,3.5,2.6
ENG-Premier League,1920,2019-09-20 Southampton-Bournemouth,2019-09-20,Southampton,Bournemouth,2.05,3.6,3.5
ENG-Premier League,1920,2019-09-21 Burnley-Norwich,2019-09-21,Burnley,Norwich,2.0,3.8,3.5
ENG-Premier League,1920,2019-09-21 Everton-Sheffield United,2019-09-21,Everton,Sheffield United,1.61,3.75,6.0
ENG-Premier League,1920,2019-09-21 Leicester-Tottenham,2019-09-21,Leicester,Tottenham,2.87,3.5,2.37
ENG-Premier League,1920,2019-09-21 Man City-Watford,2019-09-21,Man City,Watford,1.1,11.0,21.0
ENG-Premier League,1920,2019-09-21 Newcastle-Brighton,2019-09-21,Newcastle,Brighton,2.5,3.2,3.0
ENG-Premier League,1920,2019-09-22 Arsenal-Aston Villa,2019-09-22,Arsenal,Aston Villa,1.4,4.75,8.0
ENG-Premier League,1920,2019-09-22 Chelsea-Liverpool,2019-09-22,Chelsea,Liverpool,3.5,3.75,2.0
ENG-Premier League,1920,2019-09-22 Crystal Palace-Wolves,2019-09-22,Crystal Palace,Wolves,2.62,3.1,2.87
ENG-Premier League,1920,2019-09-22 West Ham-Man United,2019-09-22,West Ham,Man United,3.1,3.6,2.2
ENG-Premier League,1920,2019-09-28 Aston Villa-Burnley,2019-09-28,Aston Villa,Burnley,2.3,3.4,3.1
ENG-Premier League,1920,2019-09-28 Bournemouth-West Ham,2019-09-28,Bournemouth,West Ham,2.5,3.5,2.75
ENG-Premier League,1920,2019-09-28 Chelsea-Brighton,2019-09-28,Chelsea,Brighton,1.4,4.75,8.0
ENG-Premier League,1920,2019-09-28 Crystal Palace-Norwich,2019-09-28,Crystal Palace,Norwich,1.9,3.75,3.75
ENG-Premier League,1920,2019-09-28 Everton-Man City,2019-09-28,Everton,Man City,10.0,5.5,1.3
ENG-Premier League,1920,2019-09-28 Sheffield United-Liverpool,2019-09-28,Sheffield United,Liverpool,9.0,5.25,1.33
ENG-Premier League,1920,2019-09-28 Tottenham-Southampton,2019-09-28,Tottenham,Southampton,1.4,4.75,8.0
ENG-Premier League,1920,2019-09-28 Wolves-Watford,2019-09-28,Wolves,Watford,1.85,3.4,4.5
ENG-Premier League,1920,2019-09-29 Leicester-Newcastle,2019-09-29,Leicester,Newcastle,1.5,4.0,7.5
ENG-Premier League,1920,2019-09-30 Man United-Arsenal,2019-09-30,Man United,Arsenal,2.37,3.5,2.9
ENG-Premier League,1920,2019-10-05 Brighton-Tottenham,2019-10-05,Brighton,Tottenham,3.9,3.6,1.9
ENG-Premier League,1920,2019-10-05 Burnley-Everton,2019-10-05,Burnley,Everton,2.87,3.3,2.5
ENG-Premier League,1920,2019-10-05 Liverpool-Leicester,2019-10-05,Liverpool,Leicester,1.44,4.75,7.0
ENG-Premier League,1920,2019-10-05 Norwich-Aston Villa,2019-10-05,Norwich,Aston Villa,2.37,3.6,2.8
ENG-Premier League,1920,2019-10-05 Watford-Sheffield United,2019-10-05,Watford,Sheffield United,2.05,3.4,3.6
ENG-Premier League,1920,2019-10-05 West Ham-Crystal Palace,2019-10-05,West Ham,Crystal Palace,1.95,3.6,3.8
ENG-Premier League,1920,2019-10-06 Arsenal-Bournemouth,2019-10-06,Arsenal,Bournemouth,1.44,4.75,7.0
ENG-Premier League,1920,2019-10-06 Man City-Wolves,2019-10-06,Man City,Wolves,1.12,9.0,21.0
ENG-Premier League,1920,2019-10-06 Newcastle-Man United,2019-10-06,Newcastle,Man United,4.5,3.5,1.85
